Player Name,Team,Event,Price
Kendall Whitman,George Washington (Atlantic 10 Conference),UB,1000.0
Kennedy Brown,Illinois (Big Ten),UB,1000.0
Kennedy Griffin,Missouri (SEC),UB,1000.0
Kerrington Baham,Ohio State (Big Ten),UB,1000.0
Kielyn McCright,Clemson (ACC),UB,1000.0
Kira Bolden,Washington (Big Ten),UB,1000.0
Kristin Lin,Washington (Big Ten),UB,1000.0
Kyen Mayhew,California (ACC),UB,1000.0
Kyla Petrocci,NC State (ACC),UB,1000.0
Kylie Coen,LSU (SEC),UB,1000.0
Kylie Minard,Missouri (SEC),UB,1000.0
Lana Navarro,Washington (Big Ten),UB,1000.0
Lauren Brendlinger,Maryland (Big Ten),UB,1000.0
Lauren Hollifield,Nebraska (Big Ten),UB,1000.0
Lauren Hsu,Michigan State (Big Ten),UB,1000.0
Lauren Letzsch,Oregon State (Pac-12),UB,1000.0
Lauren Macpherson,Missouri (SEC),UB,1000.0
Lauren Pearl,Minnesota (Big Ten),UB,1000.0
Lauren Rutherford,Clemson (ACC),UB,1000.0
Lauren Thomas,Iowa State (Big 12),UB,1000.0
Lauren Williams,Arkansas (SEC),UB,1000.0
Layla Hammer,Maryland (Big Ten),UB,1000.0
Leah Gonsiorowski,Minnesota (Big Ten),UB,1000.0
Leah Miller,LSU (SEC),UB,1000.0
Levi Jung-Ruivivar,Stanford (ACC),UB,1000.0
Lilia Purler,Arizona State (Big 12),UB,1000.0
Lilly Timmerman,Minnesota (Big Ten),UB,1000.0
Lily Kurrack,Clemson (ACC),UB,1000.0
Lindsay Bacheler,Maryland (Big Ten),UB,1000.0
Logan Buckmon,Maryland (Big Ten),UB,1000.0
Lori Brubach,Florida (SEC),UB,1000.0
Love Birt,Alabama (SEC),UB,1000.0
Lucy Stanhope,Nebraska (Big Ten),UB,1000.0
MaKayla Tucker,Michigan State (Big Ten),UB,1000.0
Mackenzie Kelly,Southern Utah (WAC),UB,1000.0
Macy Jennings,NC State (ACC),UB,1000.0
Maddie Komorosk,Maryland (Big Ten),UB,1000.0
Maddison Reidenbach,Denver (Big 12),UB,1000.0
Madison Minner,Clemson (ACC),UB,1000.0
Maggie Holman,Clemson (ACC),UB,1000.0
Maggie Murphy,Maryland (Big Ten),UB,1000.0
Maisyn Rader,Ohio State (Big Ten),UB,1000.0
Makenzie Wilson,Kentucky (SEC),UB,1000.0
Mallory Gregory,Ohio State (Big Ten),UB,1000.0
Maria Ferguson,Southern Utah (WAC),UB,1000.0
Marisa Fisher,Minnesota (Big Ten),UB,1000.0
Marissa Jencks,Minnesota (Big Ten),UB,1000.0
Marissa Neal,Auburn (SEC),UB,1000.0
Marly Esteves,Illinois (Big Ten),UB,1000.0
Mary Green,Ohio State (Big Ten),UB,1000.0
McClaine Daigle,Arizona State (Big 12),UB,1000.0
McKenna Carnesi,Washington (Big Ten),UB,1000.0
Megan Sapp,Illinois (Big Ten),UB,1000.0
Megan Steensland,Minnesota (Big Ten),UB,1000.0
Mia Erdoes,UCLA (Big Ten),UB,1000.0
Mia Heather,Oregon State (Pac-12),UB,1000.0
Miki Aderinto,California (ACC),UB,1000.0
Mila Brusch,Denver (Big 12),UB,1000.0
Molly Arnold,Clemson (ACC),UB,1000.0
Morgan Walsh,Minnesota (Big Ten),UB,1000.0
Mya North,Southern Utah (WAC),UB,1000.0
Natalie Martin,Maryland (Big Ten),UB,1000.0
Natalie Thomas,George Washington (Atlantic 10 Conference),UB,1000.0
Nicole King,Georgia (SEC),UB,1000.0
Nicollette Crochet,Maryland (Big Ten),UB,1000.0
Noelle Adams,Iowa State (Big 12),UB,1000.0
Noelle Ball,Boise State (Mountain West Conference),UB,1000.0
Nyla Aquino,Georgia (SEC),UB,1000.0
Olivia Buckner,Oregon State (Pac-12),UB,1000.0
Olivia Childs,Arizona (Big 12),UB,1000.0
Olivia Kennedy,Utah (Big 12),UB,1000.0
Olivia Oppegard,Washington (Big Ten),UB,1000.0
Olivia VanHorn,University of Pennsylvania (Ivy League),UB,1000.0
Olivia Yarussi,Penn State (Big Ten),UB,1000.0
Ondine Achampong,California (ACC),UB,1000.0
Paige Anastasi,UCLA (Big Ten),UB,1000.0
Paige Thaxton,Michigan (Big Ten),UB,1000.0
Paige Zancan,Auburn (SEC),UB,1000.0
Paityn Walker,Alabama (SEC),UB,1000.0
Peyton Davis,Michigan (Big Ten),UB,1000.0
Porsche Trinidad,Stanford (ACC),UB,1000.0
Quinn Kuhl,Clemson (ACC),UB,1000.0
Rachel Rybicki,Alabama (SEC),UB,1000.0
Rayna Engelmayer,Maryland (Big Ten),UB,1000.0
Reagan Sams,Ohio State (Big Ten),UB,1000.0
Rebecca Wells,Clemson (ACC),UB,1000.0
Reese Baechle,Nebraska (Big Ten),UB,1000.0
Reese Baker,Nebraska (Big Ten),UB,1000.0
Reese Wilson,Iowa (Big Ten),UB,1000.0
Regan McBride,North Carolina (ACC),UB,1000.0
Reina Marchal,Oregon State (Pac-12),UB,1000.0
Reyna Guggino,Michigan (Big Ten),UB,1000.0
Riley Jenkins,UCLA (Big Ten),UB,1000.0
Rylee Miller,Southern Utah (WAC),UB,1000.0
Sage Melkonian,California (ACC),UB,1000.0
Sage Paladino,Southern Utah (WAC),UB,1000.0
Samantha Schneider,Minnesota (Big Ten),UB,1000.0
Samara Buchanan,Ohio State (Big Ten),UB,1000.0
Sara Hubbard,Auburn (SEC),UB,1000.0
Sarah Krump,Utah (Big 12),UB,1000.0
Sarah Moraw,Minnesota (Big Ten),UB,1000.0
Sarah Zois,Auburn (SEC),UB,1000.0
Savannah Miller,Oregon State (Pac-12),UB,1000.0
Shani Sirota,Maryland (Big Ten),UB,1000.0
Sharon Lee,Kentucky (SEC),UB,1000.0
Sidney Washington,Ohio State (Big Ten),UB,1000.0
Sierra Ballard,LSU (SEC),UB,1000.0
Sierra Church,Clemson (ACC),UB,1000.0
Sierra Kondo,Maryland (Big Ten),UB,1000.0
Skye Blakely,Florida (SEC),UB,1000.0
Sophia Greaves,Auburn (SEC),UB,1000.0
Sophia Maisel,Arizona (Big 12),UB,1000.0
Sophia Nguyen,Minnesota (Big Ten),UB,1000.0
Sophia Rice,West Virginia (Big 12),UB,1000.0
Sophia Stephens,Arizona (Big 12),UB,1000.0
Sophie Hampp,Denver (Big 12),UB,1000.0
Sophie Swartzmiller,Minnesota (Big Ten),UB,1000.0
Stephanie Lebster,Michigan State (Big Ten),UB,1000.0
Suki Pfister,Ball State (MAC),UB,1000.0
Sydney Barros,UCLA (Big Ten),UB,1000.0
Sydney Gonzales,Oregon State (Pac-12),UB,1000.0
Sydney Schumaker,Auburn (SEC),UB,1000.0
Sydney Turner,Iowa (Big Ten),UB,1000.0
Sydney Wilke,Illinois (Big Ten),UB,1000.0
Syniya Thomas,NC State (ACC),UB,1000.0
Tara Walsh,Clemson (ACC),UB,1000.0
Taralyn Nguyen,Stanford (ACC),UB,1000.0
Taylor Clark,Florida (SEC),UB,1000.0
Taylor DeVries,Oregon State (Pac-12),UB,1000.0
Taylor Gull,Southern Utah (WAC),UB,1000.0
Taylor Rech,Maryland (Big Ten),UB,1000.0
Taylor Tuohy,West Virginia (Big 12),UB,1000.0
Teagan White,Arizona (Big 12),UB,1000.0
Temple Landry,Stanford (ACC),UB,1000.0
Thu Nguyen,Washington (Big Ten),UB,1000.0
Tiara Platkin,Arizona State (Big 12),UB,1000.0
Ui Soma,Stanford (ACC),UB,1000.0
Victoria Cluck,Stanford (ACC),UB,1000.0
Victoria Gatzendorfer,Maryland (Big Ten),UB,1000.0
Victoria Roberts,LSU (SEC),UB,1000.0
Zoe Middleton,Ball State (MAC),UB,1000.0
Zoe Miller,LSU (SEC),UB,1000.0
Zoe Safran,George Washington (Atlantic 10 Conference),UB,1000.0
Zora Morgan,Georgia (SEC),UB,1000.0
Adeline Kenlin,Iowa (Big Ten),BB,6250.0
Aleah Finnegan,LSU (SEC),BB,6250.0
Alyssa Arana,Florida (SEC),BB,6250.0
Audrey Davis,Oklahoma (SEC),BB,6250.0
Brynlee Andersen,BYU (Big 12),BB,6250.0
Camie Winger,Utah (Big 12),BB,6250.0
Emily Lee,UCLA (Big Ten),BB,6250.0
Emma Malabuyo,UCLA (Big Ten),BB,6250.0
Faith Torrez,Oklahoma (SEC),BB,6250.0
Grace McCallum,Utah (Big 12),BB,6250.0
Helen Hu,Missouri (SEC),BB,6250.0
Isabella Magnelli,Kentucky (SEC),BB,6250.0
Jade Carey,Oregon State (Pac-12),BB,6250.0
Jerquavia Henderson,Iowa (Big Ten),BB,6250.0
Jordan Bowers,Oklahoma (SEC),BB,6250.0
Jordan Chiles,UCLA (Big Ten),BB,6250.0
Joscelyn Roberson,Arkansas (SEC),BB,6250.0
Kailin Chio,LSU (SEC),BB,6250.0
Kayla DiCello,Florida (SEC),BB,6250.0
Lily Pederson,Oklahoma (SEC),BB,6250.0
Makenna Smith,Utah (Big 12),BB,6250.0
Mya Lauzon,California (ACC),BB,6250.0
Sienna Robinson,Stanford (ACC),BB,6250.0
Addison Fatta,Oklahoma (SEC),BB,5000.0
Amelie Morgan,Utah (Big 12),BB,5000.0
Anya Turner,Georgia (SEC),BB,5000.0
Avery Neff,Utah (Big 12),BB,5000.0
Carly Bauman,Michigan (Big Ten),BB,5000.0
Chae Campbell,UCLA (Big Ten),BB,5000.0
Chloe Cho,Illinois (Big Ten),BB,5000.0
Chloe Negrete,NC State (ACC),BB,5000.0
Ciena Alipio,UCLA (Big Ten),BB,5000.0
Emily White,Arizona State (Big 12),BB,5000.0
Gabrielle Stephen,Michigan State (Big Ten),BB,5000.0
Jahzara Ranger,Michigan (Big Ten),BB,5000.0
Jordyn Lyden,Minnesota (Big Ten),BB,5000.0
Kara Eaker,Georgia (SEC),BB,5000.0
Katelyn Jong,Auburn (SEC),BB,5000.0
Kayli Boozer,Michigan (Big Ten),BB,5000.0
Lauren Macpherson,Missouri (SEC),BB,5000.0
Lily Smith,Georgia (SEC),BB,5000.0
Madelyn Williams,California (ACC),BB,5000.0
Payton Harris,Ohio State (Big Ten),BB,5000.0
Rebecca Wells,Clemson (ACC),BB,5000.0
Skyla Schulte,Michigan State (Big Ten),BB,5000.0
Sloane Blakely,Florida (SEC),BB,5000.0
Sophia McClelland,Nebraska (Big Ten),BB,5000.0
Victoria Nguyen,Florida (SEC),BB,5000.0
eMjae Frazier,California (ACC),BB,5000.0
Abigayle Martin,Arizona (Big 12),BB,4000.0
Alexis Jeffrey,LSU (SEC),BB,4000.0
Ana Padurariu,Utah (Big 12),BB,4000.0
Anya Pilgrim,Florida (SEC),BB,4000.0
Ava Stewart,Minnesota (Big Ten),BB,4000.0
Bella Salcedo,Penn State (Big Ten),BB,4000.0
Brenna Neault,Stanford (ACC),BB,4000.0
Brooklyn Moors,UCLA (Big Ten),BB,4000.0
Chloe LaCoursiere,Alabama (SEC),BB,4000.0
Claire Dean,Stanford (ACC),BB,4000.0
Deiah Moody,Washington (Big Ten),BB,4000.0
Elena Deets,Arizona (Big 12),BB,4000.0
Emily Lopez,Boise State (Mountain West Conference),BB,4000.0
Emily Mueller,Arizona (Big 12),BB,4000.0
Emma Nipper,Southern Utah (WAC),BB,4000.0
Emma Strom,Arizona (Big 12),BB,4000.0
Gabby McLaughlin,Auburn (SEC),BB,4000.0
Gabi Ortiz,Michigan State (Big Ten),BB,4000.0
Giana Kalefe,Michigan State (Big Ten),BB,4000.0
Haleigh Bryant,LSU (SEC),BB,4000.0
Hannah Clark,Clemson (ACC),BB,4000.0
Jaydah Battle,Georgia (SEC),BB,4000.0
Jennifer McMillan,Oregon State (Pac-12),BB,4000.0
Kalyxta Gamiao,Arkansas (SEC),BB,4000.0
Katelyn Rosen,UCLA (Big Ten),BB,4000.0
Kennedy Griffin,Missouri (SEC),BB,4000.0
Konnor McClain,LSU (SEC),BB,4000.0
Lauren Letzsch,Oregon State (Pac-12),BB,4000.0
Leanne Wong,Florida (SEC),BB,4000.0
Madison Ulrich,Denver (Big 12),BB,4000.0
Mati Waligora,Arkansas (SEC),BB,4000.0
Miki Aderinto,California (ACC),BB,4000.0
Momoko Iwai,Denver (Big 12),BB,4000.0
Nikki Smith,Michigan State (Big Ten),BB,4000.0
Olivia Hollingsworth,Auburn (SEC),BB,4000.0
Olivia Kelly,Missouri (SEC),BB,4000.0
Paige Zancan,Auburn (SEC),BB,4000.0
Sarah Moraw,Minnesota (Big Ten),BB,4000.0
Selena Harris-Miranda,Florida (SEC),BB,4000.0
Shania Adams,Alabama (SEC),BB,4000.0
Sierra Ballard,LSU (SEC),BB,4000.0
Skylar Killough-Wilhelm,Kentucky (SEC),BB,4000.0
Sophia Esposito,Oregon State (Pac-12),BB,4000.0
Sophia Groth,Auburn (SEC),BB,4000.0
Taylor Russon,Washington (Big Ten),BB,4000.0
Temple Landry,Stanford (ACC),BB,4000.0
Ady Wahl,Georgia (SEC),BB,3000.0
Alyssa Fernandez,Southern Utah (WAC),BB,3000.0
Amy Wier,Missouri (SEC),BB,3000.0
Ashley Carter,Stanford (ACC),BB,3000.0
Ava Piedrahita,Penn State (Big Ten),BB,3000.0
Bella Mabanta,Denver (Big 12),BB,3000.0
Brooklyn Rowray,Minnesota (Big Ten),BB,3000.0
Cadence Gormley,Kentucky (SEC),BB,3000.0
Cami Weaver,Arkansas (SEC),BB,3000.0
Cecilia Cooley,Denver (Big 12),BB,3000.0
Chelsea Hallinan,Washington (Big Ten),BB,3000.0
Creslyn Brose,Kentucky (SEC),BB,3000.0
Delanie Harkness,Michigan State (Big Ten),BB,3000.0
Delaynee Rodriguez,Kentucky (SEC),BB,3000.0
Elizabeth Gantner,Utah (Big 12),BB,3000.0
Ella Cesario,California (ACC),BB,3000.0
Elle Mueller,Oklahoma (SEC),BB,3000.0
Ellie Lazzari,Florida (SEC),BB,3000.0
Emily Innes,Washington (Big Ten),BB,3000.0
Emma Spence,Nebraska (Big Ten),BB,3000.0
Hailey Klein,Arkansas (SEC),BB,3000.0
Hallie Copperwheat,Pitt (ACC),BB,3000.0
Harlyn Tomlin,Georgia (SEC),BB,3000.0
JaFree Scott,Georgia (SEC),BB,3000.0
Jacey Vore,Michigan (Big Ten),BB,3000.0
Jenna Mulligan,Michigan (Big Ten),BB,3000.0
Jessica Naranjo,North Carolina (ACC),BB,3000.0
Josephine Kogler,Maryland (Big Ten),BB,3000.0
Kaitlyn Ewald,Arkansas (SEC),BB,3000.0
Kalea McElligott,Penn State (Big Ten),BB,3000.0
Keira Wells,Oklahoma (SEC),BB,3000.0
Lauren Thomas,Iowa State (Big 12),BB,3000.0
Lauren Williams,Arkansas (SEC),BB,3000.0
Lundyn VanderToolen,Utah State (Mountain West Conference),BB,3000.0
MaKayla Tucker,Michigan State (Big Ten),BB,3000.0
Maddie Johnston,Penn State (Big Ten),BB,3000.0
Maisyn Rader,Ohio State (Big Ten),BB,3000.0
Mia Hebinck,Denver (Big 12),BB,3000.0
Morgan Price,Fisk (GCAC),BB,3000.0
Nya Kraus,Nebraska (Big Ten),BB,3000.0
Olivia Ahern,Auburn (SEC),BB,3000.0
Olivia Buckner,Oregon State (Pac-12),BB,3000.0
Poppy-Grace Stickler,Utah (Big 12),BB,3000.0
Priscilla Park,Arkansas (SEC),BB,3000.0
Railey Jackson,Missouri (SEC),BB,3000.0
Rayna Light,Missouri (SEC),BB,3000.0
Reyna Guggino,Michigan (Big Ten),BB,3000.0
Rosie Casali,Denver (Big 12),BB,3000.0
Rylee Miller,Southern Utah (WAC),BB,3000.0
Sarah Zois,Auburn (SEC),BB,3000.0
Skylar Draser,Florida (SEC),BB,3000.0
Sophia Diaz,Michigan (Big Ten),BB,3000.0
Sophie Parenti,Michigan (Big Ten),BB,3000.0
Sydney Gonzales,Oregon State (Pac-12),BB,3000.0
Taralyn Nguyen,Stanford (ACC),BB,3000.0
Abigail Bednar,Kentucky (SEC),BB,2000.0
Alysen Fears,Arizona (Big 12),BB,2000.0
Alyssa Orgen,Kentucky (SEC),BB,2000.0
Amani Herring,Penn State (Big Ten),BB,2000.0
Amy Doyle,Michigan State (Big Ten),BB,2000.0
Amy Fukami,Michigan (Big Ten),BB,2000.0
Ashley Maul,Penn State (Big Ten),BB,2000.0
Ashley Szymanski,Ball State (MAC),BB,2000.0
Audrey Sanger,Michigan (Big Ten),BB,2000.0
Ava Siegfeldt,Oklahoma (SEC),BB,2000.0
Brie Clark,Clemson (ACC),BB,2000.0
Cady Duplissis,Michigan State (Big Ten),BB,2000.0
Cally Swaney,Arkansas (SEC),BB,2000.0
Cameron Smith,Ohio State (Big Ten),BB,2000.0
Cassie Lee,Iowa (Big Ten),BB,2000.0
Chesney Bennett,Kentucky (SEC),BB,2000.0
Danielle Latronica,Penn State (Big Ten),BB,2000.0
Danika Nielsen,Clemson (ACC),BB,2000.0
Deborah Silva,BYU (Big 12),BB,2000.0
Eden Webster,West Virginia (Big 12),BB,2000.0
Ellie Cacciola,Southern Utah (WAC),BB,2000.0
Ellie Monahan,Penn State (Big Ten),BB,2000.0
Emily Countryman,Southern Utah (WAC),BB,2000.0
Emily Koch,Minnesota (Big Ten),BB,2000.0
Emma Mason,Georgia (SEC),BB,2000.0
Gianna Lenczner,Arizona (Big 12),BB,2000.0
Grace Anne Davis,Missouri (SEC),BB,2000.0
Guilianna Fiorillo,Oregon State (Pac-12),BB,2000.0
JJ Coleman,Ohio State (Big Ten),BB,2000.0
Jada Mangahas,Arizona State (Big 12),BB,2000.0
Jaye Mack,Illinois State (MIC),BB,2000.0
Jordan Valahovic,North Carolina (ACC),BB,2000.0
Julia Knower,North Carolina (ACC),BB,2000.0
KJ Johnson,LSU (SEC),BB,2000.0
Katie Harper,NC State (ACC),BB,2000.0
Keeley Smith,Rutgers (Big Ten),BB,2000.0
Kelsey Slade,Oklahoma (SEC),BB,2000.0
Kendall Whitman,George Washington (Atlantic 10 Conference),BB,2000.0
Kendra Chang,Stanford (ACC),BB,2000.0
Kennedy Brown,Illinois (Big Ten),BB,2000.0
Kyla Petrocci,NC State (ACC),BB,2000.0
Kylee Kvamme,Alabama (SEC),BB,2000.0
Kylie Coen,LSU (SEC),BB,2000.0
Lauren Hollifield,Nebraska (Big Ten),BB,2000.0
Lauren Pearl,Minnesota (Big Ten),BB,2000.0
Lilly Lippeatt,Clemson (ACC),BB,2000.0
Lola Montevago,George Washington (Atlantic 10 Conference),BB,2000.0
Love Birt,Alabama (SEC),BB,2000.0
Ly Bui,Florida (SEC),BB,2000.0
Macy McGowan,UCLA (Big Ten),BB,2000.0
Mara Titarsolej,Missouri (SEC),BB,2000.0
Mia Hampton,Southern Utah (WAC),BB,2000.0
Molly Peterson,Nebraska (Big Ten),BB,2000.0
Nina Laurito,Arizona State (Big 12),BB,2000.0
Niya Randolph,Southern Utah (WAC),BB,2000.0
Paityn Walker,Alabama (SEC),BB,2000.0
Peyton Davis,Michigan (Big Ten),BB,2000.0
Riley Maness,West Virginia (Big 12),BB,2000.0
Ryan Fuller,Alabama (SEC),BB,2000.0
Rylie Mundell,Denver (Big 12),BB,2000.0
Sadie Jane Berry,Georgia (SEC),BB,2000.0
Sarah Clark,Arizona State (Big 12),BB,2000.0
Sasha Fujisaka,UCLA (Big Ten),BB,2000.0
Sierra Church,Clemson (ACC),BB,2000.0
Teryn Crump,Minnesota (Big Ten),BB,2000.0
Tiara Platkin,Arizona State (Big 12),BB,2000.0
Zora Morgan,Georgia (SEC),BB,2000.0
Abbey Scanlon,California (ACC),BB,1000.0
Abbie Thompson,Denver (Big 12),BB,1000.0
Abby Mueller,Missouri (SEC),BB,1000.0
Aberdeen O'Driscoll,Georgia (SEC),BB,1000.0
Addilyn Glazier,BYU (Big 12),BB,1000.0
Addison Hewitt,Maryland (Big Ten),BB,1000.0
Addison Lawrence,Missouri (SEC),BB,1000.0
Addisyn Hurley Snow,Oklahoma (SEC),BB,1000.0
Ainsley Greever,Arizona (Big 12),BB,1000.0
Alana Walker,Stanford (ACC),BB,1000.0
Alex Irvine,Auburn (SEC),BB,1000.0
Alex Routsis,Southern Utah (WAC),BB,1000.0
Alex Theodorou,Arizona State (Big 12),BB,1000.0
Alexa Chuy,George Washington (Atlantic 10 Conference),BB,1000.0
Alexa Rothenbuescher,Maryland (Big Ten),BB,1000.0
Alexia Mouyenga,Washington (Big Ten),BB,1000.0
Alexis Czarrunchick,Georgia (SEC),BB,1000.0
Allison Kaempfer,Penn State (Big Ten),BB,1000.0
Alyona Shchennikova,LSU (SEC),BB,1000.0
Alyssa Guns,Kent State (MAC),BB,1000.0
Alyssa Kramer,Penn State (Big Ten),BB,1000.0
Amanda Hargraves,Denver (Big 12),BB,1000.0
Amari Celestine,Missouri (SEC),BB,1000.0
Amari Drayton,LSU (SEC),BB,1000.0
Amelia Rieder,Southern Utah (WAC),BB,1000.0
Amelia Rock,Arizona (Big 12),BB,1000.0
Anahit Assadourian,Minnesota (Big Ten),BB,1000.0
Anapaula Gutierrez,Stanford (ACC),BB,1000.0
Anaya Smith,Georgia (SEC),BB,1000.0
Anna Flynn Cashion,Kentucky (SEC),BB,1000.0
Anna Hill,Auburn (SEC),BB,1000.0
Anna Leigh,West Virginia (Big 12),BB,1000.0
Anna Roberts,Stanford (ACC),BB,1000.0
Annalise Newman-Achee,California (ACC),BB,1000.0
Annie Beard,LSU (SEC),BB,1000.0
Arielle Ward,Illinois (Big Ten),BB,1000.0
Ashley Cowan,LSU (SEC),BB,1000.0
Ashley Gallen,Denver (Big 12),BB,1000.0
Ashley Glynn,Utah (Big 12),BB,1000.0
Ashley Knight,NC State (ACC),BB,1000.0
Ashlyn Doyle,Illinois (Big Ten),BB,1000.0
Ashton Meuret,Ohio State (Big Ten),BB,1000.0
Aspen Lenczner,Oklahoma (SEC),BB,1000.0
Asta Farrell,Michigan State (Big Ten),BB,1000.0
Aubrey Krohnfeldt,Arizona (Big 12),BB,1000.0
Aurélie Tran,Iowa (Big Ten),BB,1000.0
Ava Jordan,Michigan (Big Ten),BB,1000.0
Ava Mabanta,Denver (Big 12),BB,1000.0
Ava Myers,NC State (ACC),BB,1000.0
Ava Sorrento,Stanford (ACC),BB,1000.0
Ayla Acevedo,Missouri (SEC),BB,1000.0
Bella Ferraccio,Maryland (Big Ten),BB,1000.0
Bella Misiura,Penn State (Big Ten),BB,1000.0
Bella O'Bryant,NC State (ACC),BB,1000.0
Bri Edwards,Florida (SEC),BB,1000.0
Brianna Taurek,California (ACC),BB,1000.0
Bridget Kemp,Boise State (Mountain West Conference),BB,1000.0
Brinlee Christensen,Southern Utah (WAC),BB,1000.0
Brinley Kitchen,Southern Utah (WAC),BB,1000.0
Bronwyn Hoffman,UCLA (Big Ten),BB,1000.0
Brooke Dennis,Alabama (SEC),BB,1000.0
Brooke Gleichowski,Georgia (SEC),BB,1000.0
Bryce Wilson,LSU (SEC),BB,1000.0
Bryn Bartman,Auburn (SEC),BB,1000.0
CJ Keuneke,California (ACC),BB,1000.0
Cadence Goldberg,Kentucky (SEC),BB,1000.0
Caitlin McWilliams,Washington (Big Ten),BB,1000.0
Caitlin Smith,Oklahoma (SEC),BB,1000.0
Cameron Machado,Alabama (SEC),BB,1000.0
Caralia Martinez,Southern Utah (WAC),BB,1000.0
Carissa Clay,UCLA (Big Ten),BB,1000.0
Carley Beeman,Oregon State (Pac-12),BB,1000.0
Carly Busch,Kentucky (SEC),BB,1000.0
Caroline Leonard,Auburn (SEC),BB,1000.0
Caroline Lichtman,Arizona State (Big 12),BB,1000.0
Caroline Volk,NC State (ACC),BB,1000.0
Casey Brown,California (ACC),BB,1000.0
Cassi Barbanente,Penn State (Big Ten),BB,1000.0
Cecily Rizo,Kentucky (SEC),BB,1000.0
Chandler Buntin,Arkansas (SEC),BB,1000.0
Chase Brock,LSU (SEC),BB,1000.0
Chavala Shepard,Arizona State (Big 12),BB,1000.0
Chiara Andrew,BYU (Big 12),BB,1000.0
Chloe Seaga,Arizona State (Big 12),BB,1000.0
Claire Stippich,North Carolina (ACC),BB,1000.0
Clara Raposo,Utah (Big 12),BB,1000.0
Clara Wren,UCLA (Big Ten),BB,1000.0
Corinne Bunagan,Alabama (SEC),BB,1000.0
Courtney McCann,Ohio State (Big Ten),BB,1000.0
Courtney Woods,Missouri (SEC),BB,1000.0
Csenge Bácskay,Georgia (SEC),BB,1000.0
Daisy Stephenson,BYU (Big 12),BB,1000.0
Dakota Essenpries,Arkansas (SEC),BB,1000.0
Danae Fletcher,Oklahoma (SEC),BB,1000.0
Danie Ferris,Florida (SEC),BB,1000.0
Danielle Sievers,Oklahoma (SEC),BB,1000.0
Delaney Adrian,Rutgers (Big Ten),BB,1000.0
Delaney Reeves,Boise State (Mountain West Conference),BB,1000.0
Eden King,Illinois (Big Ten),BB,1000.0
Elina Vihrova,Penn State (Big Ten),BB,1000.0
Elise Tisler,Missouri (SEC),BB,1000.0
Elizabeth Blessey,Oklahoma (SEC),BB,1000.0
Elizabeth Larusso,Arizona (Big 12),BB,1000.0
Elizabeth Leary,Penn State (Big Ten),BB,1000.0
Ella Tashjian,Yale (Ivy),BB,1000.0
Ella Zirbes,Utah (Big 12),BB,1000.0
Elle Beaufait,Michigan State (Big Ten),BB,1000.0
Ellie Thomson,Southern Utah (WAC),BB,1000.0
Ellie Weaver,Oregon State (Pac-12),BB,1000.0
Elliot Bringhurst,Southern Utah (WAC),BB,1000.0
Emerson Smith,West Virginia (Big 12),BB,1000.0
Emily Pires,Washington (Big Ten),BB,1000.0
Emily Plone,Southern Utah (WAC),BB,1000.0
Emma Grace Boyd,Auburn (SEC),BB,1000.0
Emma Misenheimer,Michigan State (Big Ten),BB,1000.0
Emma Schrady,Washington (Big Ten),BB,1000.0
Emmalise Nock,Illinois (Big Ten),BB,1000.0
Eryn Williams,Georgia (SEC),BB,1000.0
Eve Jackson,Clemson (ACC),BB,1000.0
Farah Lipetz,Michigan (Big Ten),BB,1000.0
Faye Rodio,Alabama (SEC),BB,1000.0
Francesca Caso,Oregon State (Pac-12),BB,1000.0
Frankie Price,Arkansas (SEC),BB,1000.0
Frida Esparza,UCLA (Big Ten),BB,1000.0
Gabbie Gallentine,Penn State (Big Ten),BB,1000.0
Gabby Disidore,Florida (SEC),BB,1000.0
Gabby Gladieux,Alabama (SEC),BB,1000.0
Gabby Ladanyi,Alabama (SEC),BB,1000.0
Genevieve Lebster,Michigan State (Big Ten),BB,1000.0
Gianna Ruffing,Maryland (Big Ten),BB,1000.0
Grace Drexler,Arkansas (SEC),BB,1000.0
Grace Lacrosse,Clemson (ACC),BB,1000.0
Grace Walker,Ohio State (Big Ten),BB,1000.0
Gracie Long,BYU (Big 12),BB,1000.0
Hailey Davis,Kentucky (SEC),BB,1000.0
Hailey Merchant,Maryland (Big Ten),BB,1000.0
Haleigh Gibble,Penn State (Big Ten),BB,1000.0
Halle Braaflat,Georgia (SEC),BB,1000.0
Halle Gregoire,Arizona State (Big 12),BB,1000.0
Hannah Hagle,Auburn (SEC),BB,1000.0
Hannah Horton,Missouri (SEC),BB,1000.0
Hannah Scheible,Oklahoma (SEC),BB,1000.0
Haylee Hardin,Iowa State (Big 12),BB,1000.0
Haylen Zabrowski,Michigan (Big Ten),BB,1000.0
Heather Parker,Georgia (SEC),BB,1000.0
Holly Snyder,Georgia (SEC),BB,1000.0
Ilka Juk,Iowa (Big Ten),BB,1000.0
Isabella Kowan,Arizona State (Big 12),BB,1000.0
Isabella Minervini,Towson (CAA),BB,1000.0
Isabella Neff,Southern Utah (WAC),BB,1000.0
Isabella Rivelli,Kentucky (SEC),BB,1000.0
Isabella Trostel,Michigan State (Big Ten),BB,1000.0
Ja'Leigh Lang,Arkansas (SEC),BB,1000.0
Jaedyn Rucker,Utah (Big 12),BB,1000.0
Jaime Dugan,Stanford (ACC),BB,1000.0
