GymnastID,HomeAway,Week,Date,MeetID,Event,Score
33543,A,3,2026-01-18,2026-01-18_Arkansas,AA,
32433,A,1,2026-01-04,2026-01-04_Clemson,AA,
32433,A,2,2026-01-10,2026-01-10_Iowa,AA,
33545,A,1,2026-01-04,2026-01-04_Clemson,AA,38.55
33545,A,2,2026-01-10,2026-01-10_Iowa,AA,38.575
33545,A,3,2026-01-18,2026-01-18_Arkansas,AA,39.1
33546,A,1,2026-01-04,2026-01-04_Clemson,AA,
33546,A,2,2026-01-10,2026-01-10_Iowa,AA,
33546,A,3,2026-01-18,2026-01-18_Arkansas,AA,
33547,A,1,2026-01-04,2026-01-04_Clemson,AA,
33547,A,2,2026-01-10,2026-01-10_Iowa,AA,
32434,A,1,2026-01-04,2026-01-04_Clemson,AA,
32434,A,2,2026-01-10,2026-01-10_Iowa,AA,
32434,A,3,2026-01-18,2026-01-18_Arkansas,AA,
33557,H,3,2026-01-18,2026-01-18_Kent State,AA,
33035,H,2,2026-01-11,2026-01-11_Kent State,AA,
32058,H,2,2026-01-11,2026-01-11_Kent State,AA,
32058,H,3,2026-01-18,2026-01-18_Kent State,AA,
33036,H,2,2026-01-11,2026-01-11_Kent State,AA,
33036,H,3,2026-01-18,2026-01-18_Kent State,AA,
31931,H,2,2026-01-11,2026-01-11_Kent State,AA,
31931,H,3,2026-01-18,2026-01-18_Kent State,AA,
32436,H,2,2026-01-11,2026-01-11_Kent State,AA,
32436,H,3,2026-01-18,2026-01-18_Kent State,AA,
33039,H,2,2026-01-11,2026-01-11_Kent State,AA,
33039,H,3,2026-01-18,2026-01-18_Kent State,AA,
33558,H,2,2026-01-11,2026-01-11_Kent State,AA,
32263,H,2,2026-01-11,2026-01-11_Kent State,AA,
32263,H,3,2026-01-18,2026-01-18_Kent State,AA,
32438,H,2,2026-01-11,2026-01-11_Kent State,AA,
32438,H,3,2026-01-18,2026-01-18_Kent State,AA,
31932,H,2,2026-01-11,2026-01-11_Kent State,AA,
31932,H,3,2026-01-18,2026-01-18_Kent State,AA,
32440,H,2,2026-01-11,2026-01-11_Kent State,AA,
32440,H,3,2026-01-18,2026-01-18_Kent State,AA,
31934,H,2,2026-01-11,2026-01-11_Kent State,AA,
31934,H,3,2026-01-18,2026-01-18_Kent State,AA,
31935,H,2,2026-01-11,2026-01-11_Kent State,AA,
31935,H,3,2026-01-18,2026-01-18_Kent State,AA,
33042,A,2,2026-01-10,2026-01-10_Iowa,AA,
33042,H,3,2026-01-16,2026-01-16_Kentucky,AA,
33044,A,2,2026-01-10,2026-01-10_Iowa,AA,
33044,H,3,2026-01-16,2026-01-16_Kentucky,AA,
33200,A,2,2026-01-10,2026-01-10_Iowa,AA,
33200,H,3,2026-01-16,2026-01-16_Kentucky,AA,
33563,A,2,2026-01-10,2026-01-10_Iowa,AA,
33563,H,3,2026-01-16,2026-01-16_Kentucky,AA,
33564,A,2,2026-01-10,2026-01-10_Iowa,AA,
33564,H,3,2026-01-16,2026-01-16_Kentucky,AA,
32444,A,2,2026-01-10,2026-01-10_Iowa,AA,
32444,H,3,2026-01-16,2026-01-16_Kentucky,AA,
33045,A,2,2026-01-10,2026-01-10_Iowa,AA,
