Player Name,Year,Team,Event,Price
Sarah Lee,Freshman,California,AA,1500
Sarah Lutrel,Senior,Sacramento State,AA,1500
Sarah Moraw,Senior,Minnesota,AA,1500
Sarah Saville,Sophomore,Maryland,AA,1500
Sarah Stallings,Senior,Temple,AA,1500
Sarah Willis,Senior,Air Force,AA,1500
Sasha Fujisaka,Sophomore,UCLA,AA,1500
Savanna Dunwoody,Freshman,Eastern Michigan,AA,1500
Savannah Miller,Senior,Oregon State,AA,1500
Savannah Ray,Sophomore,Illinois State,AA,1500
Savannah West,Sophomore,Northern Illinois,AA,1500
Scarlet Pajer,Freshman,Ball State,AA,1500
Scarlett Sonnenberg,Freshman,BYU,AA,1500
Scarlett Voss,Freshman,Gustavus Adolphus,AA,1500
Selena Harris-Miranda,Senior,Florida,AA,1500
Selena Pappas,Freshman,UC Davis,AA,1500
Serena Mullin,Senior,New Hampshire,AA,2000
Seria Johnson,Senior,Minnesota,AA,1500
Sevana Kasparian,Junior,Denver,AA,1500
Sh'Nai Thompson,Freshman,Ithaca,AA,1500
Shaina Chen,Senior,Cornell,AA,1500
Shannon Stivala,Freshman,New Hampshire,AA,1500
Sharon Lee,Junior,Kentucky,AA,1500
Shea Campbell,Senior,Hamline,AA,1500
Shyann Bootman,Freshman,Cortland State,AA,1500
Shyla Bhatia,Senior,Denver,AA,1500
Sidnei Heubach,Senior,Western Michigan,AA,1500
Sienna Blake,Junior,Ithaca,AA,1500
Sienna Robinson,Junior,Stanford,AA,1500
Sienna Yelle,Freshman,Utah State,AA,1500
Sienna Zuccaro,Sophomore,Pennsylvania,AA,1500
Sierra Church,Junior,Clemson,AA,1500
Sierra Muns,Fifth Year,UC Davis,AA,1500
"Silvers, Jillian",Sophomore,Arizona,AA,1500
Skye Blakely,Sophomore,Florida,AA,4000
Skyelar Kerico,Senior,Pennsylvania,AA,1500
Skylar Draser,Junior,Florida,AA,1500
Skylar Goodstadt,Sophomore,Pennsylvania,AA,1500
Skylar Ray Dixon,Freshman,Illinois,AA,1500
Skylar Shafran,Sophomore,Temple,AA,1500
"Smith, Sadie",Sophomore,Arizona,AA,1500
Sofia Steffan,Junior,Texas Woman's,AA,1500
Sophia Balko,Sophomore,Kent State,AA,1500
Sophia Bell,Sophomore,Auburn,AA,1500
Sophia Dewar,Senior,Brown,AA,1500
Sophia Diaz,Sophomore,Michigan,AA,1500
Sophia Esposito,Junior,Oregon State,AA,4000
Sophia Greaves,Junior,Auburn,AA,1500
Sophia Hampp,Junior,Denver,AA,1500
Sophia Isbell,Junior,Texas Woman's,AA,1500
Sophia Kaloudis,Sophomore,Oregon State,AA,1500
Sophia Nguyen,Junior,Minnesota,AA,1500
Sophia Paris,Junior,Pennsylvania,AA,1500
Sophia Pratt,Junior,Fisk,AA,1500
Sophia Pujols,Sophomore,UC Davis,AA,1500
Sophia Rice,Sophomore,West Virginia,AA,1500
Sophia Tyeryar,Junior,George Washington,AA,1500
Sophie Derr,Junior,Arizona,AA,1500
Sophie Hernandez,Junior,Texas Woman's,AA,1500
Sophie Parenti,Sophomore,Michigan,AA,1500
Sophie Patterson,Freshman,San Jose State,AA,1500
Sophie Schriever,Freshman,Iowa,AA,1500
Sophie Stuart,Freshman,Clemson,AA,1500
Sophie Swartzmiller,Junior,Minnesota,AA,1500
Sophie Tressler,Freshman,Brown,AA,1500
Stacy Boss,Sophomore,New Hampshire,AA,1500
Stella Dairon,Freshman,Southern Utah,AA,1500
Stella DePaola,Freshman,Iowa,AA,1500
Stella Kate Skenteris,Freshman,Minnesota,AA,1500
Steph Macasu,Senior,Towson,AA,1500
Stephanie Lebster,Senior,Michigan State,AA,1500
"Stephens, Sophia",Senior,Arizona,AA,1500
"Strom, Emma",Senior,Arizona,AA,1500
Summer Clancy,Freshman,Illinois,AA,1500
Summer Gronski,Freshman,Stanford,AA,1500
Summer Ruskey,Senior,Temple,AA,1500
Sydney Barros,Junior,UCLA,AA,1500
Sydney Enriquez,Freshman,Illinois,AA,1500
Sydney Jelen,Junior,Utah State,AA,1500
Sydney Kho,Senior,Boise State,AA,1500
Sydney Leitch,Senior,Boise State,AA,1500
Sydney Mullen,Freshman,Maryland,AA,1500
Sydney Seabrooks,Freshman,North Carolina,AA,5000
Sydney Stoenner,Senior,Hamline,AA,1500
Sydney Turner,Sophomore,Iowa,AA,2000
Sydnie Whipple,Freshman,Boise State,AA,1500
Syniya Thomas,Sophomore,NC State,AA,1500
TaeLyn Canty,Sophomore,North Carolina,AA,1500
Taeva Greenberg,Freshman,BYU,AA,1500
Takoda Berry,Junior,Clemson,AA,1500
Tali Joelson,Senior,Illinois,AA,1500
Talia Blythe,Junior,Brown,AA,1500
Talia Cotter,Freshman,Kentucky,AA,1500
Tara Walsh,Fifth Year,Clemson,AA,1500
Taralyn Nguyen,Senior,Stanford,AA,1500
Tayah Graham,Sophomore,Cortland State,AA,1500
Taylor Archambeau,Freshman,Kent State,AA,1500
Taylor Arias,Junior,Ithaca,AA,1500
Taylor Beers,Freshman,New Hampshire,AA,1500
Taylor Clark,Sophomore,Florida,AA,1500
Taylor DeVries,Junior,Oregon State,AA,1500
Taylor Goldstein,Junior,Cortland State,AA,1500
Taylor Gomez,Sophomore,Cornell,AA,1500
Taylor Hall,Freshman,Gustavus Adolphus,AA,1500
Taylor McMahon,Freshman,Oregon State,AA,1500
Taylor Rech,Senior,Maryland,AA,1500
Taylor Sanders,Freshman,Iowa State,AA,1500
Taylor Templin,Sophomore,Greenville,AA,1500
Taylor Tuohy,Sophomore,West Virginia,AA,1500
Taylor Wurtz,Sophomore,Bowling Green,AA,1500
Teegan Milligan,Junior,Bowling Green,AA,1500
Tegan Shaver,Freshman,Nebraska,AA,1500
Temple Landry,Junior,Stanford,AA,1500
Terra Rutter,Junior,Denver,AA,1500
Teryn Crump,Sophomore,Minnesota,AA,1500
Tessa Richardson,Freshman,Alaska,AA,1500
Tessa Sutton,Senior,Cortland State,AA,1500
Thu Nguyen,Senior,Washington,AA,1500
Tiana Sumanasekera,Freshman,UCLA,AA,4000
Tiara Platkin,Sophomore,Arizona State,AA,1500
"Tisdale, Lily",Freshman,Arizona,AA,1500
Tonya Paulsson,Freshman,California,AA,5000
Tori Tatum,Fifth Year,LSU,AA,1500
Tory Vetter,Senior,Ohio State,AA,5000
Tricia Mills,Sophomore,Western Michigan,AA,1500
Trinity Brown,Senior,Clemson,AA,1500
Trinity Webb,Junior,Clemson,AA,1500
Trista Goodman,Senior,Southern Utah,AA,1500
Ui Soma,Sophomore,Stanford,AA,1500
Umi El Mammann,Senior,Brown,AA,1500
Valentina Lorente-Garcia,Senior,Rutgers,AA,1500
Valeria Arraiz,Freshman,Greenville,AA,1500
Veanni Brown,Freshman,Gustavus Adolphus,AA,1500
Verena Wong,Sophomore,Alaska,AA,1500
Victoria Cave,Junior,Cortland State,AA,1500
Victoria Cluck,Junior,Stanford,AA,1500
Victoria Kisch,Freshman,San Jose State,AA,1500
Victoria McMillan,Junior,Cornell,AA,1500
Victoria Roberts,Sophomore,LSU,AA,1500
Vinciane Le Pen,Freshman,Southern Utah,AA,1500
Viviana Campuzano,Sophomore,Ball State,AA,1500
Vivienne Larsen,Freshman,Rutgers,AA,1500
Wailana Whitford,Freshman,Brown,AA,1500
"White, Teagan",Sophomore,Arizona,AA,1500
Whitney Jencks,Junior,Nebraska,AA,4000
"Wise, Tirzah",Junior,Arizona,AA,1500
Zanna Brewer,Senior,Fisk,AA,1500
Zara Reboks,Freshman,Gustavus Adolphus,AA,1500
Zoe Arthur,Junior,New Hampshire,AA,1500
Zoe Claiborne,Sophomore,LIU,AA,1500
Zoe Hale,Freshman,BYU,AA,1500
Zoe Johnson,Sophomore,Utah,AA,1500
Zoe Middleton,Senior,Ball State,AA,2000
Zoe Miller,Freshman,LSU,AA,1500
Zoe Rankin,Senior,Kent State,AA,1500
Zoe Safran,Sophomore,George Washington,AA,1500
Zoey Danzinger,Sophomore,Hamline,AA,1500
Zoey Zirbel,Sophomore,Hamline,AA,1500
Zoie Pelfrey,Junior,Central Michigan,AA,1500
Zora Morgan,Junior,Georgia,AA,1500
Zoe Zimmerman,Sophomore,Central Michigan,AA,1500
Zyia Coleman,Senior,Fisk,AA,1500
eMjae Frazier,Senior,Florida,AA,7500
Desiree Abron,Freshman,Ithaca,VT,1500
Destiny Denning,Junior,Illinois,VT,1500
Devyn Robinson,Freshman,UC Davis,VT,1500
Devyn Valuch,Junior,San Jose State,VT,2000
Donna Uhlenberg,Sophomore,Rutgers,VT,1500
Drake White,Freshman,Northern Illinois,VT,2000
Dylan Shields,Freshman,Air Force,VT,1500
Eden King,Sophomore,Illinois,VT,1500
Eden Stippick,Freshman,LIU,VT,2000
Eden Webster,Sophomore,West Virginia,VT,1500
Eilyn Doe,Freshman,Pennsylvania,VT,1500
Eleanor Wyly,Sophomore,UC Davis,VT,1500
Elena Bailey,Fifth Year,Hamline,VT,1500
Elena Brian,Freshman,Washington,VT,1500
Elise Ritzenthaler,Sophomore,Eastern Michigan,VT,1500
Elise Tisler,Senior,Missouri,VT,5000
Elizabeth Blessey,Sophomore,Oklahoma,VT,5000
Elizabeth Cesarone,Fifth Year,Pitt,VT,1500
Elizabeth Gantner,Junior,Utah,VT,1500
Elizabeth LaRusso,Senior,Arizona,VT,4000
Elizabeth Lassila,Sophomore,Air Force,VT,1500
Elizabeth Leary,Sophomore,Penn State,VT,2000
Elizabeth Strohecker,Freshman,North Carolina State,VT,1500
Ella Cesario,Fifth Year,Clemson,VT,4000
Ella Fox,Freshman,Cornell,VT,1500
Ella Murphy,Freshman,Oklahoma,VT,1500
Ella Nash,Senior,Gustavus Adolphus,VT,1500
Ella Power,Junior,San Jose State,VT,1500
Ella Roberts,Freshman,Iowa State,VT,1500
Ella Schell,Junior,Iowa State,VT,1500
Ella Zirbes,Junior,Utah,VT,5000
Elle Beaufait,Senior,Michigan State,VT,1500
Elle Bragga,Freshman,Arizona,VT,1500
Elle Hadrick,Junior,North Carolina State,VT,1500
Elle Mueller,Sophomore,Oklahoma,VT,1500
Ellery Gilmer,Junior,Greenville,VT,1500
Ellery Werner,Senior,Northern Illinois,VT,1500
Elli Schnieders,Sophomore,Greenville,VT,1500
Ellie Ermisch,Freshman,BYU,VT,1500
Ellie Monahan,Sophomore,Penn State,VT,1500
Ellie Thomson,Senior,Southern Utah,VT,1500
Ellie Topchishvili,Freshman,Kentucky,VT,1500
Ellie Weaver,Senior,Oregon State,VT,1500
Elliot Bringhurst,Junior,Southern Utah,VT,2000
Elliot Goldsmith,Junior,Rutgers,VT,1500
Ellorie Cane,Sophomore,LIU,VT,1500
Elly Eenhuis,Sophomore,Texas Woman's,VT,1500
Elly King,Junior,North Carolina,VT,1500
Elyse Wenner,Freshman,LSU,VT,1500
Emalee Frost,Senior,Nebraska,VT,1500
Emerson Fisk,Freshman,North Carolina State,VT,1500
Emerson Smith,Sophomore,West Virginia,VT,2000
Emili Horike,Freshman,Ithaca,VT,1500
Emilie Chandler,Freshman,BYU,VT,1500
Emily Baradic,Freshman,Cortland State,VT,1500
Emily Countryman,Freshman,Sacramento State,VT,1500
Emily DeFrees,Freshman,Maryland,VT,1500
Emily Erb,Senior,Iowa,VT,1500
Emily Ford,Junior,Brown,VT,2000
Emily Gianfrancesco,Sophomore,Bowling Green,VT,2000
Emily Innes,Senior,LSU,VT,1500
Emily Joyce,Senior,Cornell,VT,1500
Emily Kobusky,Senior,Ithaca,VT,1500
Emily Leese,Fifth Year,Rutgers,VT,1500
Emily Todd,Sophomore,Pitt,VT,1500
Emma Brannon,Sophomore,Greenville,VT,1500
Emma Duerre,Freshman,Towson,VT,1500
Emma Garner,Freshman,George Washington,VT,1500
Emma Grace Boyd,Junior,Auburn,VT,1500
Emma Lehan,Freshman,Air Force,VT,1500
Emma Malewski,Freshman,Clemson,VT,1500
Emma Mason,Sophomore,Georgia,VT,1500
Emma Masse,Senior,Kent State,VT,1500
Emma Misenheimer,Junior,Michigan State,VT,1500
Emma Nipper,Sophomore,Southern Utah,VT,1500
Emma Reathaford,Freshman,Temple,VT,1500
Emma Schrady,Senior,Washington,VT,1500
Emma Slevin,Junior,Minnesota,VT,1500
Emma Wehry,Junior,Auburn,VT,1500
Emma Witterstaetter,Junior,Hamline,VT,1500
Erin McDermott,Freshman,Air Force,VT,1500
Eryn Williams,Senior,Georgia,VT,1500
Estee Goltsman,Sophomore,Western Michigan,VT,1500
Eva Volpe,Junior,Iowa,VT,1500
Eve Jackson,Senior,Clemson,VT,1500
Evelyn DeYoung,Freshman,Washington,VT,1500
Faith Lerro,Fifth Year,Pitt,VT,1500
Faith Torrez,Senior,Oklahoma,VT,5000
Farah Lipetz,Senior,Michigan,VT,1500
Faye Dubin,Junior,Bowling Green,VT,1500
Faye Jones,Junior,Greenville,VT,1500
Felicia Poblete,Senior,Towson,VT,1500
Finley Weldon,Freshman,Iowa State,VT,1500
Francesca Caso,Senior,Oregon State,VT,1500
Frankie Price,Senior,Arkansas,VT,1500
Frederique Sgarbossa,Sophomore,Iowa State,VT,1500
Gabby Disidore,Junior,Florida,VT,4000
Gabby Espinoza,Sophomore,Kent State,VT,1500
Gabby Gladieux,Senior,Alabama,VT,4000
Gabby Ladanyi,Junior,Alabama,VT,1500
Gabby Linden,Sophomore,Temple,VT,1500
Gabby Mautner,Sophomore,Brown,VT,1500
Gabby Riley,Junior,Kent State,VT,1500
Gabby Ruseva,Freshman,Texas Woman's,VT,1500
Gabby Van Frayen,Freshman,Kentucky,VT,1500
Gabi Ortiz,Junior,Michigan State,VT,1500
Gabriella Hartley,Senior,Air Force,VT,1500
Gabrielle Dildy,Senior,Rutgers,VT,4000
Gabrielle Gauger,Freshman,Michigan,VT,1500
Gabrielle Johnson,Junior,Central Michigan,VT,1500
Gaby Alvarez,Freshman,Iowa State,VT,1500
Genae Daniel,Junior,Eastern Michigan,VT,1500
Genesis PeBenito,Freshman,San Jose State,VT,1500
Georgie Slack,Freshman,Eastern Michigan,VT,1500
Gianna Gerdes,Fifth Year,Minnesota,VT,4000
Gianna Martoccia,Sophomore,Brown,VT,1500
Gianna Martyna,Senior,Air Force,VT,1500
Gianna Masella,Senior,Iowa,VT,1500
Gianna Mirigliano,Senior,Cortland State,VT,2000
Gianna Ruffing,Junior,Maryland,VT,1500
Gianna Scivetti,Freshman,Ithaca,VT,1500
Gianna Silva,Sophomore,Temple,VT,1500
Giavanna Tatone,Freshman,Oregon State,VT,1500
Ginger Richards,Junior,Rutgers,VT,1500
Giulianna Fiorillo,Sophomore,Oregon State,VT,1500
Grace Anne Davis,Fifth Year,Missouri,VT,1500
Grace Drexler,Sophomore,Arkansas,VT,1500
Grace Knurek,Junior,Kent State,VT,1500
Grace LaCrosse,Junior,Clemson,VT,1500
Grace McLean,Freshman,Cornell,VT,1500
Grace Murray,Senior,Ithaca,VT,1500
Grace Suchecki,Sophomore,Ball State,VT,1500
Grace Walker,Junior,Ohio State,VT,1500
Gracie Long,Sophomore,BYU,VT,1500
Gwen Fink,Senior,North Carolina,VT,4000
Gwen Ockerbloom,Junior,New Hampshire,VT,4000
Gwendelyn Cantu,Junior,Eastern Michigan,VT,2000
Hadassah Diggs,Freshman,Fisk,VT,1500
Hailee Bowen,Freshman,Nebraska,VT,1500
Hailey Best,Sophomore,Temple,VT,1500
Hailey Henry,Freshman,Gustavus Adolphus,VT,1500
Hailey Klein,Junior,Arkansas,VT,7500
Hailey Santana,Sophomore,Air Force,VT,1500
Haleigh Welch,Sophomore,LIU,VT,1500
Haley Fichiera,Freshman,Washington,VT,1500
Haley Mendoza,Freshman,West Virginia,VT,1500
Haley Mustari,Freshman,LSU,VT,1500
Haley Suzuki,Sophomore,George Washington,VT,1500
Haley Tyson,Fifth Year,Iowa,VT,1500
Haley Zampella,Sophomore,Northern Illinois,VT,1500
Hali Seligman,Junior,Ithaca,VT,1500
Halle Braaflat,Sophomore,Arizona State,VT,1500
Halle Gregoire,Junior,Arizona State,VT,1500
Hallie Copperwheat,Senior,Pitt,VT,1500
Hana Miller,Junior,Ithaca,VT,1500
Hanna Castillo,Senior,Iowa,VT,1500
Hannah Aoki,Freshman,North Carolina,VT,1500
Hannah Boyd,Sophomore,Alaska,VT,1500
Hannah Clark,Sophomore,Clemson,VT,1500
Hannah Hagle,Senior,Auburn,VT,1500
Hannah Horton,Junior,Missouri,VT,7500
Hannah Lemon,Senior,Hamline,VT,1500
Hannah Milton,Junior,Western Michigan,VT,2000
Hannah Rojo,Freshman,Alaska,VT,1500
Hannah Scheible,Junior,Oklahoma,VT,1500
Hannah Sitzman,Junior,Sacramento State,VT,1500
Hannah Stallings,Senior,Temple,VT,1500
Hannah Weklar,Sophomore,Temple,VT,1500
Harley Tomlin,Sophomore,Georgia,VT,1500
Harmony Haro,Freshman,Temple,VT,1500
Harmony Webster,Senior,Rutgers,VT,1500
Hattie Wright,Junior,Utah State,VT,1500
Hayden Seymour,Freshman,Illinois,VT,1500
Haylee Hardin,Sophomore,Iowa State,VT,1500
Haylen Zabrowski,Junior,Michigan,VT,1500
Hayli Westerlind,Freshman,Missouri,VT,1500
Hazel Smith,Freshman,BYU,VT,1500
Heather Parker,Sophomore,Central Michigan,VT,1500
Heidi Schultz,Senior,Kent State,VT,1500
Holly Snyder,Junior,Georgia,VT,1500
Hurley Snow,Sophomore,Oklahoma,VT,1500
Isabel Biro,Freshman,Michigan State,VT,1500
Isabel Sikon,Junior,Nebraska,VT,1500
Isabella Ciolfi,Freshman,Western Michigan,VT,2000
Isabella DeCroo,Fifth Year,Towson,VT,2000
Isabella Delarosa,Freshman,Boise State,VT,1500
Isabella Edralin,Freshman,Kentucky,VT,1500
Isabella Feltman,Sophomore,Greenville,VT,1500
Isabella Hoskins,Sophomore,Air Force,VT,1500
Isabella Kowan,Senior,Arizona State,VT,1500
Isabella Marques,Sophomore,Kent State,VT,1500
Isabella Minervini,Junior,Towson,VT,2000
Isabella Nguyen,Freshman,Minnesota,VT,1500
Isabella Rivelli,Senior,Kentucky,VT,1500
Isabella Ross,Sophomore,Northern Illinois,VT,1500
Isabella Savino,Senior,LIU,VT,1500
Isabella Sissi,Senior,Northern Illinois,VT,1500
Isabella Trostel,Junior,Michigan State,VT,1500
Isabella Vater,Junior,Utah State,VT,1500
JJ Coleman,Sophomore,Ohio State,VT,5000
Ja' Free Scott,Senior,Georgia,VT,4000
Jackie Tunney,Junior,Pennsylvania,VT,1500
Jacquelyn Patterson,Junior,Eastern Michigan,VT,1500
Jada Beswick,Junior,Illinois State,VT,1500
Jada Niles,Junior,Alaska,VT,1500
Jade Golembiewski,Sophomore,Northern Illinois,VT,1500
Jadyn Wakita,Junior,UC Davis,VT,1500
Jaelyn Stetz,Sophomore,Eastern Michigan,VT,1500
Jah'Liyah Bedminster,Fifth Year,Pitt,VT,1500
Jahzara Ranger,Sophomore,Michigan,VT,4000
Jaime Dugan,Sophomore,Stanford,VT,1500
Jaime Pratt,Junior,Pitt,VT,1500
Jaly Jones,Senior,Illinois State,VT,1500
Jamilia Duffus,Junior,Alaska,VT,1500
Jamison Sears,Junior,Alabama,VT,1500
Janie Ottenbreit,Senior,Air Force,VT,1500
Jasmine Cawley,Freshman,Alabama,VT,1500
Jayda Lewter,Sophomore,Rutgers,VT,1500
Jaydah Battle,Junior,Georgia,VT,5000
Jayden McDonnell,Junior,West Virginia,VT,1500
Jayden Silvers,Senior,California,VT,2000
Jayla Booker,Freshman,Florida,VT,1500
Jaylyn Pomager,Freshman,Ohio State,VT,5000
Jazlynn Chism,Freshman,Michigan State,VT,1500
JaLeigh Lang,Sophomore,Arkansas,VT,1500
Jehaan Poonja,Senior,UC Davis,VT,1500
Jenna Germond,Junior,Central Michigan,VT,1500
Jenna Huikko,Freshman,Gustavus Adolphus,VT,1500
Jenna Olshefski,Junior,Minnesota,VT,1500
Jenna Rusk,Sophomore,North Carolina State,VT,1500
Jenna Sartoretto,Junior,Nebraska,VT,1500
Jenna Timmons,Sophomore,Arizona State,VT,1500
Jennifer McMillan,Senior,Oregon State,VT,1500
Jennifer Williams,Freshman,Stanford,VT,1500
JerQuavia Henderson,Fifth Year,Iowa,VT,5000
Jercy Koliego,Freshman,Illinois State,VT,1500
Jersey Bingman,Sophomore,Kent State,VT,4000
Jersie Arbon,Freshman,BYU,VT,1500
Jersie Woolsey,Junior,Auburn,VT,1500
Jessa Janicke,Sophomore,Arizona,VT,5000
Jessica Drobick,Freshman,Pennsylvania,VT,1500
Jessica Johanson,Fifth Year,Penn State,VT,4000
Jessica Lin,Senior,Brown,VT,1500
Jessica Naranjo,Junior,North Carolina,VT,1500
Jessica Reith,Sophomore,Washington,VT,1500
Jessica Rosenberg,Freshman,Arizona State,VT,1500
Jessica Schaffer,Freshman,Washington,VT,4000
Jessica Schmitz,Sophomore,Ithaca,VT,1500
Jillian Fisher,Freshman,North Carolina,VT,1500
Jillian Freyman,Fifth Year,Ithaca,VT,1500
Jillianne Lastra,Sophomore,Sacramento State,VT,1500
JoJo Valahovic,Sophomore,North Carolina,VT,5000
Jocelyn Harbeck,Junior,Northern Illinois,VT,2000
Jocelyn Sasson,Freshman,Florida,VT,1500
Johanna Sasser,Freshman,Bowling Green,VT,1500
Jordan Barrow,Junior,Pennsylvania,VT,4000
Jordan Chiles,Senior,UCLA,VT,7500
Jordan Grindol,Sophomore,Alaska,VT,1500
Jordan Loock,Sophomore,Texas Woman's,VT,2000
Jordanna Phillis,Sophomore,Ball State,VT,1500
Jordis Eichman,Freshman,UCLA,VT,1500
Jordyn Ewing,Senior,Pitt,VT,1500
Jordyn Lyden,Junior,Minnesota,VT,1500
Jordyn Paradise,Fifth Year,Alabama,VT,4000
Jordynn Cromartie,Senior,Fisk,VT,1500
Joscelyn Roberson,Sophomore,Arkansas,VT,1500
Josephine Kogler,Fifth Year,Maryland,VT,4000
Josie Moylan,Junior,Cornell,VT,1500
Joy Ziegenfelder,Senior,Illinois State,VT,1500
Jozlynn Jansen,Freshman,Hamline,VT,1500
Julia Brown,Junior,West Virginia,VT,1500
Julia Heiner,Senior,Illinois State,VT,1500
Julia Krzywanski,Junior,Boise State,VT,1500
Julianna Weeks,Sophomore,Arkansas,VT,1500
Julianne Huff,Junior,Auburn,VT,4000
Juliaunna Baker,Freshman,Texas Woman's,VT,1500
Julie Korfhage,Junior,Western Michigan,VT,1500
Julie Rottum Madso,Sophomore,Pitt,VT,1500
Jurnee Lane,Junior,West Virginia,VT,1500
Kacey Pratley,Freshman,Alaska,VT,1500
Kady Bills-McCoy,Junior,LIU,VT,1500
Kaela Copeland,Sophomore,Sacramento State,VT,1500
Kaelyn Skeel,Sophomore,West Virginia,VT,1500
Kaetlyn Tenesch,Freshman,BYU,VT,1500
Kai Mattei,Freshman,UCLA,VT,1500
Kaia Bochow,Junior,Iowa State,VT,1500
Kaia Tanskanen,Sophomore,Missouri,VT,1500
Kaia Vanney,Senior,Iowa,VT,1500
Kailee Adomaites,Senior,North Carolina State,VT,1500
Kaileigh Norton,Junior,Kent State,VT,1500
Kailin Chio,Sophomore,LSU,VT,7500
Kaira Cartwright,Sophomore,LIU,VT,1500
Kaitlyn Driessen,Sophomore,Sacramento State,VT,1500
Kaitlyn Grimes,Fifth Year,Ohio State,VT,5000
Kaitlyn McKnight,Freshman,Temple,VT,1500
Kaitlyn Micale,Freshman,Ithaca,VT,1500
Kaitlyn Morgan,Junior,Hamline,VT,1500
Kaitlyn Schwab,Sophomore,Central Michigan,VT,1500
Kaitlynd Kastl,Senior,Denver,VT,1500
Kalea McElligott,Junior,Penn State,VT,1500
Kaliya Lincoln,Sophomore,LSU,VT,5000
Kami Zarlengo,Senior,Texas Woman's,VT,1500
Kamila Pawlak,Freshman,Oklahoma,VT,1500
Kamryn Banach,Freshman,Illinois State,VT,1500
Kara Eaker,Senior,Georgia,VT,1500
Kara Houghton,Senior,Sacramento State,VT,1500
Kara Johnson,Freshman,Hamline,VT,1500
Karina Munoz,Senior,Iowa,VT,1500
Karina Vega,Freshman,North Carolina State,VT,1500
Karis German,Senior,Alabama,VT,1500
Karleigh DiCello,Sophomore,West Virginia,VT,4000
Karleigh Reutzel,Sophomore,Ohio State,VT,1500
Karli Mercer,Sophomore,Ball State,VT,1500
Karys Griffin,Freshman,Nebraska,VT,4000
Kasey Burke,Senior,George Washington,VT,1500
Kate Bryant,Junior,Clemson,VT,1500
Kate Clairmont,Sophomore,Gustavus Adolphus,VT,1500
Kate Parks,Junior,Western Michigan,VT,1500
Katelyn Jong,Sophomore,Auburn,VT,1500
Katelyn Kelly,Freshman,Michigan,VT,1500
Katelyn Rosen,Junior,UCLA,VT,4000
Katelyn Wiederspahn,Sophomore,New Hampshire,VT,1500
Katherine Shackelford,Freshman,Maryland,VT,1500
Kathryn Weilbacher,Fifth Year,LSU,VT,1500
Katie Chai-Mulkerin,Senior,Hamline,VT,1500
Katie Ferguson,Freshman,Northern Illinois,VT,1500
Katie Harper,Junior,North Carolina State,VT,1500
Katie Rude,Freshman,Oregon State,VT,1500
Katin Childress,Junior,Eastern Michigan,VT,1500
Katrina Mendez-Abolnik,Fifth Year,Maryland,VT,4000
Kauri Hunsaker,Junior,BYU,VT,1500
Kaviana Jurries,Sophomore,San Jose State,VT,4000
Kaya Forbes,Senior,North Carolina,VT,5000
Kaydence Lockhart,Freshman,Arizona State,VT,1500
Kayla Bender,Freshman,Penn State,VT,1500
Kayla DiCello,Junior,Florida,VT,5000
Kayla Herrera,Freshman,Sacramento State,VT,1500
Kayla Lee,Senior,Arizona State,VT,1500
Kayla Pardue,Senior,Southern Utah,VT,5000
Kayla Shaw,Sophomore,Bowling Green,VT,1500
Kayla Smith,Freshman,West Virginia,VT,2000
Kayla Toniolo,Senior,LIU,VT,1500
Kaylee Bauder,Senior,Gustavus Adolphus,VT,1500
Kaylee Bluffstone,Junior,Auburn,VT,1500
Kaylee Cheek,Freshman,Oregon State,VT,1500
Kaylee Larson,Sophomore,Pitt,VT,1500
Kaylee Larson,Sophomore,Pitt,VT,1500
Kaylei Adams,Junior,West Virginia,VT,1500
Kayli Boozer,Junior,Michigan,VT,4000
Kaylie Medrano,Sophomore,Utah State,VT,1500
Kaylyn Mintz,Senior,Ohio State,VT,1500
Keeley Kohler,Sophomore,Eastern Michigan,VT,1500
Keeley Smith,Sophomore,Rutgers,VT,1500
Keira Thornton,Junior,Bowling Green,VT,2000
Keira Wells,Junior,Oklahoma,VT,5000
Kelise Woolford,Freshman,Georgia,VT,1500
Kelsey Slade,Sophomore,Oklahoma,VT,1500
Kendall Abney,Junior,Michigan State,VT,1500
Kendall Landry,Junior,Eastern Michigan,VT,4000
Kendall McGuire,Junior,Southern Utah,VT,1500
Kendra Chang,Sophomore,Stanford,VT,1500
Kennedi Johnson,Freshman,Fisk,VT,1500
Kennedy Bowen,Senior,Kent State,VT,1500
Kennedy Brown,Sophomore,Illinois,VT,1500
Kennedy Cooper,Sophomore,Western Michigan,VT,2000
Kennedy Duke,Junior,Pitt,VT,2000
Kennedy Griffin,Junior,Missouri,VT,4000
Kennedy Thomas,Freshman,Iowa State,VT,1500
Kiana Wong,Junior,Cortland State,VT,1500
Kiera O'Shea,Junior,Northern Illinois,VT,1500
Kiley Rorich,Sophomore,Denver,VT,1500
Kimarra Echols,Freshman,Missouri,VT,5000
Kimberly Smith,Senior,Arizona State,VT,4000
Kimmi Shiau,Sophomore,Rutgers,VT,1500
Kinlee Bare,Freshman,Ball State,VT,1500
Kira Bolden,Junior,Washington,VT,4000
Konnor McClain,Junior,LSU,VT,4000
Korynne Marquart,Freshman,Michigan State,VT,4000
Kristen Young,Freshman,Cornell,VT,1500
Kristin Lin,Junior,Washington,VT,2000
Kristin Rolfe,Freshman,Sacramento State,VT,1500
