GymnastID,HomeAway,Week,Date,MeetID,Event,Score,homeaway_factor,score_adj
31886,H,3,2026-01-18,2026-01-18_Arkansas,UB,9.85,0.0266603053435114,9.823339694656488
32945,A,2,2026-01-10,2026-01-10_Iowa,UB,9.775,0.0266603053435114,9.775
32945,H,3,2026-01-18,2026-01-18_Arkansas,UB,9.775,0.0266603053435114,9.748339694656488
31261,A,2,2026-01-10,2026-01-10_Iowa,UB,9.875,0.0266603053435114,9.875
31261,H,3,2026-01-18,2026-01-18_Arkansas,UB,9.875,0.0266603053435114,9.848339694656488
31822,A,2,2026-01-10,2026-01-10_Iowa,UB,9.775,0.0266603053435114,9.775
32329,H,2,2026-01-09,2026-01-09_Auburn,UB,9.575,0.0266603053435114,9.548339694656487
33441,H,2,2026-01-09,2026-01-09_Auburn,UB,9.8,0.0266603053435114,9.773339694656489
33441,A,3,2026-01-18,2026-01-18_Arkansas,UB,9.575,0.0266603053435114,9.575
32330,A,3,2026-01-18,2026-01-18_Arkansas,UB,9.6,0.0266603053435114,9.6
31816,H,2,2026-01-09,2026-01-09_Auburn,UB,9.8,0.0266603053435114,9.773339694656489
31816,A,3,2026-01-18,2026-01-18_Arkansas,UB,9.65,0.0266603053435114,9.65
32333,H,2,2026-01-09,2026-01-09_Auburn,UB,9.775,0.0266603053435114,9.748339694656488
32333,A,3,2026-01-18,2026-01-18_Arkansas,UB,9.8,0.0266603053435114,9.8
32576,H,2,2026-01-09,2026-01-09_Auburn,UB,9.75,0.0266603053435114,9.723339694656488
32576,A,3,2026-01-18,2026-01-18_Arkansas,UB,9.9,0.0266603053435114,9.9
32952,H,2,2026-01-09,2026-01-09_Auburn,UB,9.875,0.0266603053435114,9.848339694656488
32952,A,3,2026-01-18,2026-01-18_Arkansas,UB,9.8,0.0266603053435114,9.8
32243,H,2,2026-01-11,2026-01-11_Ball State,UB,9.75,0.0266603053435114,9.723339694656488
32243,H,3,2026-01-18,2026-01-18_Ball State,UB,9.7,0.0266603053435114,9.673339694656487
32664,H,2,2026-01-11,2026-01-11_Ball State,UB,9.65,0.0266603053435114,9.623339694656488
32664,H,3,2026-01-18,2026-01-18_Ball State,UB,9.575,0.0266603053435114,9.548339694656487
31827,H,2,2026-01-11,2026-01-11_Ball State,UB,9.825,0.0266603053435114,9.798339694656487
31827,H,3,2026-01-18,2026-01-18_Ball State,UB,9.75,0.0266603053435114,9.723339694656488
32665,H,2,2026-01-11,2026-01-11_Ball State,UB,8.65,0.0266603053435114,8.623339694656488
32665,H,3,2026-01-18,2026-01-18_Ball State,UB,9.65,0.0266603053435114,9.623339694656488
