GymnastID,Name,Team
32355,Josie Moylan,Cornell
32356,Addy Rothstein,Cornell
32991,Ava Schenck-Davis,Cornell
31869,Morgen Shambo,Cornell
32992,Nora Sherman,Cornell
32357,Natalia Tehrani,Cornell
31870,Cami Whitaker,Cornell
33496,Noelle Wojcik,Cornell
32840,Autumn Adkins,Cortland State
32841,Rory Allan,Cortland State
33744,Emily Baradic,Cortland State
33745,Shyann Bootman,Cortland State
32843,Kyleigh Brown,Cortland State
33746,Olivia Chapman,Cortland State
33380,Anna Lee Dobson,Cortland State
32190,Rylee Fishkin,Cortland State
32191,Marisa Frascatore,Cortland State
33382,Tayah Graham,Cortland State
32848,Amy Hamilton,Cortland State
32849,Kathryn McSweeney,Cortland State
32850,Samantha Meadows,Cortland State
32194,Gianna Mirigliano,Cortland State
33749,Aria Roberts,Cortland State
32851,Alexa Rose Pahila,Cortland State
31976,Tessa Sutton,Cortland State
32853,Lexi Weber,Cortland State
32854,Kiana Wong,Cortland State
33499,Megan Aamold,Denver
33500,Shyla Bhatia,Denver
31871,Mila Brusch,Denver
31872,Cecilia Cooley,Denver
32358,Ashley Gallen,Denver
32993,Sophia Hampp,Denver
32359,Amanda Hargraves,Denver
33054,Addie Hewitt,Denver
33501,Sevana Kasparian,Denver
33502,Kaitlynd Kastl,Denver
32360,Maddison Reidenbach,Denver
31874,Kiley Rorich,Denver
33503,Terra Rutter,Denver
33504,Abby Steeley,Denver
32411,Abby Brushwood,Eastern Michigan
32405,Gwendelyn Cantu,Eastern Michigan
32406,Katin Childress,Eastern Michigan
32407,Genae Daniel,Eastern Michigan
33505,Savanna Dunwoody,Eastern Michigan
33354,Sanai Evans,Eastern Michigan
31875,Priya Karle,Eastern Michigan
33355,Keeley Kohler,Eastern Michigan
32476,Kendall Landry,Eastern Michigan
31877,Kyrie Lowe,Eastern Michigan
33356,Brianna Lucas,Eastern Michigan
33507,Macy Nihart,Eastern Michigan
32409,Jacquelyn Patterson,Eastern Michigan
33508,Georgia Slack,Eastern Michigan
33404,Analiah Solorio,Eastern Michigan
33358,Jaelyn Stetz,Eastern Michigan
32897,Allie Berkley,Fisk
31881,Zyia Coleman,Fisk
31882,Jordynn Cromartie,Fisk
33829,Hadassah Diggs,Fisk
33830,Kennedi Johnson,Fisk
31885,Liberty Mora,Fisk
32703,Sophia Pratt,Fisk
31887,Aliyah Reed-Hammon,Fisk
33831,Makia Rosado,Fisk
32705,Ciniah Rosby,Fisk
32901,Aiyana Thomas,Fisk
32412,Alyssa Arana,Florida
32994,Skye Blakely,Florida
33509,Jayla Booker,Florida
33385,Ly Bui,Florida
32996,Taylor Clark,Florida
32997,Kayla DiCello,Florida
32414,Gabby Disidore,Florida
33510,Amelia Disidore,Florida
33512,Skylar Draser,Florida
32416,Danie Ferris,Florida
31862,eMjae Frazier,Florida
32075,Selena Harris-Miranda,Florida
31327,Riley McCusker,Florida
32417,Anya Pilgrim,Florida
33513,Jocelyn Sasson,Florida
33514,Emma Garner,George Washington
32364,Brooke Izzo,George Washington
31895,Kylie Kazmierski,George Washington
31896,Nancy Kiner,George Washington
32998,Lola Montevago,George Washington
33515,Alison Mun,George Washington
31898,Catherine O'Rourke,George Washington
32363,Maya Peters,George Washington
32999,Zoe Safran,George Washington
31899,Deana Sheremeta,George Washington
33517,Aspen Tucker,George Washington
32362,Sophia Tyeryar,George Washington
33518,Alexia Zakaryan,George Washington
33002,Nyla Aquino,Georgia
33004,Csenge Bacskay,Georgia
32366,Jaydah Battle,Georgia
33006,Brooke Gleichowski,Georgia
33519,Avery Moll,Georgia
33520,Brooke Pierson,Georgia
33521,Autumn Reingold,Georgia
31906,Ja' Free Scott,Georgia
32370,Lily Smith,Georgia
32371,Holly Snyder,Georgia
33009,Harley Tomlin,Georgia
32372,Anya Turner,Georgia
32373,Ady Wahl,Georgia
31907,Eryn Williams,Georgia
33861,CaMarah Williams,Georgia
33522,Kelise Woolford,Georgia
32885,Emma Brannon,Greenville
33368,Matilda Brougham,Greenville
32147,Madison Carter,Greenville
33832,Reese Clapper,Greenville
33311,Chris Cutler,Greenville
32886,Isabella Feltman,Greenville
32148,Madison Ford,Greenville
32149,Ellery Gilmer,Greenville
33833,Aubrey Kenimer,Greenville
33834,Laila Manley,Greenville
33836,Naima Murray,Greenville
32155,Amara Nelson,Greenville
32156,Reagan Rodriguez,Greenville
32751,Olivia Tocco,Greenville
33838,Izabella Yanis,Greenville
33839,Roya Zehtab,Greenville
33792,Makenna Aldrich,Gustavus Adolphus
33793,Cecilia Athie,Gustavus Adolphus
33794,Lacey Belcher,Gustavus Adolphus
33272,Kate Clairmont,Gustavus Adolphus
33273,Megan Gille,Gustavus Adolphus
33274,Rocio Madalena Gora,Gustavus Adolphus
33796,Taylor Hall,Gustavus Adolphus
33798,Jenna Huikko,Gustavus Adolphus
33275,Malia Narciso,Gustavus Adolphus
32256,Ella Nash,Gustavus Adolphus
33800,Zara Reboks,Gustavus Adolphus
33802,Mollie Ruch,Gustavus Adolphus
33276,Autumn Schmidt,Gustavus Adolphus
33277,Mariah Sikon,Gustavus Adolphus
33280,Cara Wong,Gustavus Adolphus
32808,Elena Bailey,Hamline
33750,Carly Banta,Hamline
33338,Katie Chai-Mulkerin,Hamline
33339,Zoey Danzinger,Hamline
33340,Maura Erickson,Hamline
33751,RyLe Foldhazi,Hamline
33752,Clara Gilles,Hamline
32197,Lizzie Green,Hamline
33754,Jozlynn Jansen,Hamline
32615,Anna Johnson,Hamline
32198,Hannah Lemon,Hamline
32621,Kaitlyn Morgan,Hamline
32618,Cailey Price,Hamline
31792,Lily Ramsdell,Hamline
32199,Laurel Raymond,Hamline
32200,Brooke Reardon,Hamline
33341,Ashley Savell,Hamline
32201,Annelise Smaby,Hamline
32202,Sydney Stoenner,Hamline
33342,Ava Walters,Hamline
32620,Emma Witterstaetter,Hamline
32205,Catelyn Zack,Hamline
33523,Ava Banks,Illinois
33010,Kennedy Brown,Illinois
31914,Alea Byrne,Illinois
33011,Chloe Cho,Illinois
33524,Summer Clancy,Illinois
32423,Olivia Coppola,Illinois
32422,Destiny Denning,Illinois
33525,Skylar Ray Dixon,Illinois
33027,Rachel Goldstein,Illinois
33527,Piper Gow,Illinois
31915,Tali Joelson,Illinois
33528,Callie Kauffman,Illinois
33015,Eden King,Illinois
32419,Lyden Saltness,Illinois
33529,Hayden Seymour,Illinois
32855,Madyson Baucom,Illinois State
32682,Jada Beswick,Illinois State
31908,Leah Davis,Illinois State
31910,Mackenzie Flutman,Illinois State
33018,Abbey Harris,Illinois State
31348,Julia Heiner,Illinois State
33019,Audrey Hiatt,Illinois State
32124,Jaly Jones,Illinois State
33532,Jercy Koliego,Illinois State
32685,Ally Lau,Illinois State
33533,Mia LeBlanc,Illinois State
31911,Mia Oh,Illinois State
33020,Savannah Ray,Illinois State
33021,Sammie Wolff,Illinois State
31967,Courtney Woods,Illinois State
33535,Maggie Ball,Iowa
33536,Daisy Bowles,Iowa
31918,Hanna Castillo,Iowa
31919,Avery Chambers,Iowa
33537,Stella DePoala,Iowa
31920,Emily Erb,Iowa
33260,JerQuavia Henderson,Iowa
32425,Alyse Karenbauer,Iowa
31922,Gianna Masella,Iowa
31357,Marissa Rojas,Iowa
33538,Sophie Schriever,Iowa
33023,Aurelie Tran,Iowa
33024,Sydney Turner,Iowa
31388,Haley Tyson,Iowa
32426,Eva Volpe,Iowa
32428,Noelle Adams,Iowa State
33261,Kaia Bochow,Iowa State
33028,Aubree Guinee,Iowa State
32812,Chloe Hammond,Iowa State
33029,Haylee Hardin,Iowa State
31926,Madelyn Manternach,Iowa State
33541,Peyton Nock,Iowa State
32431,Lauren O'Brochta,Iowa State
33542,Ella Roberts,Iowa State
33543,Taylor Sanders,Iowa State
32433,Ella Schell,Iowa State
33545,Frederique Sgarbossa,Iowa State
33546,Kennedy Thomas,Iowa State
33547,Findley Weldon,Iowa State
32434,Paige Wills,Iowa State
32435,Nene Alvine,Kent State
33557,Taylor Archambeau,Kent State
33035,Sophia Balko,Kent State
32058,Charlie Behner,Kent State
33036,Jersey Bingman,Kent State
33037,Allie Call,Kent State
31931,Avery Compson,Kent State
32436,Dani Fuertez,Kent State
33039,Isabella Marques,Kent State
33558,Lana Mast,Kent State
32263,Mya Migliore,Kent State
32438,Ashley Morgan,Kent State
33040,Anika Most,Kent State
31932,Zoe Rankin,Kent State
32440,Gabby Riley,Kent State
31934,Nastia Rudnitskaya,Kent State
31935,Heidi Schultz,Kent State
33042,Chesney Bennett,Kentucky
32441,Creslyn Brose,Kentucky
33044,Anna Flynn Cashion,Kentucky
33200,Callie Gardner,Kentucky
33563,Cadence Gormley,Kentucky
33564,Addisyn Hofseth,Kentucky
32444,Sharon Lee,Kentucky
33568,Sabrina Nemcek,Kentucky
33045,Ryan Noonan,Kentucky
31845,Isabella Rivelli,Kentucky
32445,Cecily Rizo,Kentucky
32446,Delaynee Rodriguez,Kentucky
33567,Gabby Van Frayen,Kentucky
32447,Kady Bills-McCoy,LIU
31626,Brooke Burkhart,LIU
33281,Ellorie Cane,LIU
32837,Brisa Carraro,LIU
33282,Kaira Cartwright,LIU
33283,Zoe Claiborne,LIU
32448,Alina Danilchenko,LIU
32008,Renee Figueroa,LIU
32062,Angelina Hogan,LIU
32451,Danyella Holmes,LIU
33284,Carly Kliewer,LIU
33286,Camille Lund Rasmussen,LIU
31942,Annalisa Page,LIU
33405,Raphaelle Perreault,LIU
31943,Isabella Savino,LIU
33862,Eden Stippick,LIU
33569,Nina Ballou,LSU
30844,Courtney Blackson,LSU
33047,Kailin Chio,LSU
32452,Kylie Coen,LSU
31947,Ashley Cowan,LSU
32453,Amari Drayton,LSU
32084,Emily Innes,LSU
31793,Alexis Jeffrey,LSU
33048,Kaliya Lincoln,LSU
32454,Konnor McClain,LSU
33572,Haley Mustari,LSU
33050,Victoria Roberts,LSU
32361,Madison Ulrich,LSU
31285,Kathryn Weilbacher,LSU
33051,Lexi Zeiss,LSU
31839,Megan Bingham,Maryland
32460,Logan Buckmon,Maryland
33576,Emily DeFrees,Maryland
32569,Chelsey Dennis,Maryland
33053,Rayna Engelmayer,Maryland
31373,Josephine Kogler,Maryland
32163,Madeline Komoroski,Maryland
31283,Katrina Mendez-Abolnik,Maryland
33579,Syndey Mullen,Maryland
33085,Aine Reade,Maryland
32165,Taylor Rech,Maryland
32464,Gianna Ruffing,Maryland
33056,Sarah Saville,Maryland
30961,Carly Bauman,Michigan
32465,Kayli Boozer,Michigan
31949,Lily Clapper,Michigan
33057,Peyton Davis,Michigan
33058,Sophia Diaz,Michigan
30962,Reyna Guggino,Michigan
32466,Ava Jordan,Michigan
33585,Myli Lew,Michigan
33061,Sophie Parenti,Michigan
33062,Jahzara Ranger,Michigan
33063,Audrey Sanger,Michigan
33586,Quincy Walters,Michigan
32468,Kendall Abney,Michigan State
33587,Isabel Biro,Michigan State
33590,Lilia Cosman,Michigan State
33065,Cady Duplissis,Michigan State
32571,Retoshia Halsell,Michigan State
31902,Naya Howard,Michigan State
31954,Sage Kellerman,Michigan State
31957,Stephanie Lebster,Michigan State
33592,Korynne Marquart,Michigan State
32469,Emma Misenheimer,Michigan State
32470,Gabi Ortiz,Michigan State
31955,Nikki Smith,Michigan State
32471,Isabella Trostel,Michigan State
32472,MaKayla Tucker,Michigan State
31956,Olivia Zsarmani,Michigan State
33066,Teryn Crump,Minnesota
33593,Gianna Gerdes,Minnesota
32475,Leah Gonsiorowski,Minnesota
32477,Jordyn Lyden,Minnesota
31959,Sarah Moraw,Minnesota
33595,Isabella Nguyen,Minnesota
32478,Sophia Nguyen,Minnesota
33596,Arianna Ostrum,Minnesota
31386,Lauren Pearl,Minnesota
31960,Brooklyn Rowray,Minnesota
33597,Lacie Saltzmann,Minnesota
33599,Emma Slevin,Minnesota
31961,Megan Steensland,Minnesota
33070,Ava Stewart,Minnesota
32480,Sophie Swartzmiller,Minnesota
33073,Ayla Acevedo,Missouri
31390,Grace Anne Davis,Missouri
33600,Kimarra Echols,Missouri
31343,Makayla Green,Missouri
32482,Kennedy Griffin,Missouri
32483,Hannah Horton,Missouri
33074,Railey Jackson,Missouri
33075,Olivia Kelly,Missouri
31964,Addison Lawrence,Missouri
32484,Rayna Light,Missouri
31054,Lauren Macpherson,Missouri
33077,Kaia Tanskanen,Missouri
33602,Maiya Terry,Missouri
31512,Elise Tisler,Missouri
31434,Amy Wier,Missouri
32752,Reese Baechle,Nebraska
32622,Olivia Burns,Nebraska
31820,Allie Gard,Nebraska
33607,Karys Griffin,Nebraska
31970,Lauren Homecillo,Nebraska
32623,Whitney Jencks,Nebraska
32125,Nya Kraus,Nebraska
33609,Payton Pech,Nebraska
33080,Molly Peterson,Nebraska
33610,Tegan Shaver,Nebraska
32625,Isabel Sikon,Nebraska
32829,Zoe Arthur,New Hampshire
33081,Stacy Boss,New Hampshire
33083,Mady Harvey,New Hampshire
31974,Riley Himes,New Hampshire
33613,Amelia Lannon,New Hampshire
32831,McCall McMullen,New Hampshire
32832,Poulina Minaev,New Hampshire
31975,Leah Moreno,New Hampshire
31977,Serena Mullin,New Hampshire
33084,Peyton Novinger,New Hampshire
32833,Gwen Ockerbloom,New Hampshire
33616,Hannah Aoki,North Carolina
31979,Gwen Fink,North Carolina
31980,Kaya Forbes,North Carolina
32486,Elly King,North Carolina
32487,Neve King,North Carolina
32488,Jessica Naranjo,North Carolina
31981,Paige Prejean,North Carolina
32490,Camryn Rueda,North Carolina
33618,Sydney Seabrooks,North Carolina
33619,Anna Pearl Stanley,North Carolina
32296,Claire Stippich,North Carolina
33090,JoJo Valahovic,North Carolina
31983,Meg Adler,North Carolina State
33620,Emerson Fisk,North Carolina State
32627,Elle Hadrick,North Carolina State
32628,Maddie Hall,North Carolina State
32629,Katie Harper,North Carolina State
32630,Ashley Knight,North Carolina State
33091,Ava Myers,North Carolina State
33621,Autumn Rardin,North Carolina State
31987,Madeline Reid,North Carolina State
33094,Jenna Rusk,North Carolina State
33623,Adasyn Tackett,North Carolina State
33095,Syniya Thomas,North Carolina State
33096,Caroline Volk,North Carolina State
32631,Lauren Wright,North Carolina State
33625,Samantha Bartlett,Northern Illinois
33626,Deziray Boykin,Northern Illinois
33097,Audrey Brenner,Northern Illinois
33627,Makenna Brooks,Northern Illinois
32491,Mikayla Brown,Northern Illinois
32169,Jocelyn Harbeck,Northern Illinois
33100,Maria King,Northern Illinois
32887,Ashlie Leage,Northern Illinois
32172,Samantha Nickle,Northern Illinois
33629,Elizabeth Poncin,Northern Illinois
33630,Avery Riiff,Northern Illinois
32493,Isabella Ross,Northern Illinois
32494,Dawsyn Sallee,Northern Illinois
33631,Alanah Wallace,Northern Illinois
33101,Drake White,Northern Illinois
33804,Baylie Belman,Ohio State
33003,Sadie Jane Berry,Ohio State
32679,Samara Buchanan,Ohio State
33103,JJ Coleman,Ohio State
33104,Mary Green,Ohio State
31424,Kaitlyn Grimes,Ohio State
33105,Rylee Guevara,Ohio State
32261,Payton Harris,Ohio State
33805,Ava Jackson,Ohio State
32463,Natalie Martin,Ohio State
32677,Courtney McCann,Ohio State
32161,Kaylyn Mintz,Ohio State
33808,Jaylyn Pomager,Ohio State
32676,Maisyn Rader,Ohio State
33107,Karleigh Reutzel,Ohio State
33109,Cameron Smith,Ohio State
31427,Tory Vetter,Ohio State
32675,Grace Walker,Ohio State
33110,Elizabeth Blessey,Oklahoma
33633,Mackenzie Estep,Oklahoma
33111,Addison Fatta,Oklahoma
33112,Elle Mueller,Oklahoma
33634,Ella Murphy,Oklahoma
33635,Kamila Pawlak,Oklahoma
33113,Lily Pederson,Oklahoma
32713,Hannah Scheible,Oklahoma
33114,Kelsey Slade,Oklahoma
31989,Faith Torrez,Oklahoma
32715,Keira Wells,Oklahoma
32502,Olivia Buckner,Oregon State
32127,Francesca Caso,Oregon State
33863,Kaylee Cheek,Oregon State
33864,Kyanna Crabb,Oregon State
32501,Taylor DeVries,Oregon State
32500,Sophia Esposito,Oregon State
32499,Mia Heather,Oregon State
33117,Sophia Kaloudis,Oregon State
31440,Lauren Letzsch,Oregon State
33118,Reina Marchal,Oregon State
32129,Savannah Miller,Oregon State
33865,Camryn Richardson,Oregon State
33866,Katie Rude,Oregon State
33119,Paulina Vargas,Oregon State
32130,Ellie Weaver,Oregon State
33637,Kayla Bender,Penn State
33638,Ava Cash,Penn State
31991,Amani Herring,Penn State
31446,Jessica Johanson,Penn State
33120,Allison Kaempfer,Penn State
32503,Alyssa Kramer,Penn State
33121,Dani Latronica,Penn State
33122,Elizabeth Leary,Penn State
32504,Ashley Maul,Penn State
32505,Kalea McElligott,Penn State
33123,Bella Misiura,Penn State
33124,Ellie Monahan,Penn State
31992,Ava Piedrahita,Penn State
32506,Jordan Barrow,Pennsylvania
33127,Mimi Fletcher,Pennsylvania
33128,Manama Fofana,Pennsylvania
33129,Skylar Goodstadt,Pennsylvania
33644,Ava Hooten,Pennsylvania
31995,Marissa Lassiter,Pennsylvania
33055,Maggie Murphy,Pennsylvania
31996,Carly Oniki,Pennsylvania
32508,Sophia Paris,Pennsylvania
33645,Ananya Patanakul,Pennsylvania
31997,Alyssa Rosen,Pennsylvania
33130,Luci Toczydlowski,Pennsylvania
31998,Alisha Werlen,Pennsylvania
33646,Ruth Whaley,Pennsylvania
33131,Sienna Zuccaro,Pennsylvania
33137,Delaney Adrian,Rutgers
33138,Rachel Beaulieu,Rutgers
33139,Lisa Chevaire,Rutgers
32007,Gabrielle Dildy,Rutgers
32669,Campbell Earley,Rutgers
32670,Elliot Goldsmith,Rutgers
33653,Vivienne Larsen,Rutgers
31044,Emily Leese,Rutgers
32010,Valentina Lorente-Garcia,Rutgers
32672,Matis Rains,Rutgers
32673,Ginger Richards,Rutgers
32012,Rachael Riley,Rutgers
33141,Reagan Schenkel,Rutgers
33142,Kimmi Shiau,Rutgers
33143,Keeley Smith,Rutgers
33144,Donna Uhlenberg,Rutgers
32596,McKenna Carnesi,Sacramento State
33149,Chloe Cohen,Sacramento State
33150,Kaela Copeland,Sacramento State
33174,Emily Countryman,Sacramento State
33151,Kaitlyn Driessen,Sacramento State
33152,Lexi Frank,Sacramento State
33660,Cadence Gaumont,Sacramento State
33661,Kayla Herrera,Sacramento State
32017,Kara Houghton,Sacramento State
33153,Maliyah James,Sacramento State
32522,Athena Jones,Sacramento State
32523,Jillianne Lastra,Sacramento State
32014,Sarah Lutrel,Sacramento State
33662,Makayla Townsend,Sacramento State
32525,Rose Wilson,Sacramento State
32016,Rylin Zimmerman,Sacramento State
32526,Marissa Ashton,San Jose State
33665,Ava Johnson,San Jose State
33158,Kaviana Jurries,San Jose State
33666,Victoria Kisch,San Jose State
32512,Kaylee Larson,San Jose State
33667,Samantha Macasu,San Jose State
32527,Mia Nelson,San Jose State
33668,Sophie Patterson,San Jose State
33669,Genesis PeBenito,San Jose State
32020,Mikaela Pitts,San Jose State
32529,Olivia Reardon,San Jose State
32530,Devyn Valuch,San Jose State
32539,Elliot Bringhurst,Southern Utah
33670,Ariel Collum,Southern Utah
32541,Marisa de Groot,Southern Utah
32542,Maria Ferguson,Southern Utah
32543,Alyssa Fernandez,Southern Utah
32043,Trista Goodman,Southern Utah
33672,Berlin Hall,Southern Utah
33175,Mia Hampton,Southern Utah
32544,Mackenzie Kelly,Southern Utah
33869,Vinciane Le Pen,Southern Utah
32546,Carilia Martinez,Southern Utah
32547,Kendall McGuire,Southern Utah
32548,Rylee Miller,Southern Utah
33176,Emma Nipper,Southern Utah
33178,Sage Paladino,Southern Utah
32048,Kayla Pardue,Southern Utah
32549,Niya Randolph,Southern Utah
32550,Alex Routsis,Southern Utah
33673,Ana Barbosu,Stanford
32052,Claire Dean,Stanford
33180,Jaimie Dugan,Stanford
33674,Summer Gronski,Stanford
33181,Levi Jung-Ruivivar,Stanford
32552,Temple Landry,Stanford
32053,Taralyn Nguyen,Stanford
32054,Anna Roberts,Stanford
32554,Sienna Robinson,Stanford
33182,Ui Soma,Stanford
32056,Ava Sorrento,Stanford
33183,Alana Walker,Stanford
33677,Jennifer Williams,Stanford
33758,Ella Beck,Temple
32805,Hailey Best,Temple
32804,Mariella Brueck,Temple
32803,Amelia Budd,Temple
